Feature1,Feature2,Feature3,Target
0.34760717857538914,0.41256283243797975,2.3873780083083034,-1.331039633764778
2.5893102776267805,1.0231990531507755,2.670016025452699,3.6744831742340915
1.8698943804826738,0.3404205637217672,1.0139854705546074,3.196338969082597
0.9926940745579476,2.774080854835688,1.1267488579198321,5.055506563296495
0.1906750508580709,2.632018060142943,0.281945819522607,3.9952429768299793
0.9329469651469866,0.7738248831454668,1.734840422988522,1.0812133416849399
0.9755499660802411,1.9799521381025371,0.10782682139022626,4.7295826023273255
2.1888185350141924,2.4516666006036476,1.3967940543973805,6.443817376154687
1.9126724140656393,1.6656024347983869,1.6279339041227299,4.344199184508046
2.6616382277289796,1.5889517350680196,0.8596237563848532,6.694554743396709
1.4166447754858478,0.725556872701355,1.7724997817070323,1.9136565270626724
0.3587827378149051,0.27930830341769763,0.09150074981714829,0.8630828943290842
2.1397343616689852,2.69164727385998,0.11204456624764325,8.600963609767861
2.2823551458506923,2.7012541714899916,2.4678016819789748,5.454026054261662
1.6838315927084886,1.8993043718198037,1.0805719242337886,4.67709571150859
2.3129015398636827,1.017089373146102,0.38118153795565435,5.925641468599746
1.4813867890931722,1.0476287238379827,1.566729780164413,2.81247346653861
1.568198488145982,2.177867036610718,2.3099806592958325,3.756044703463474
1.282623055075649,2.691330779857731,0.6474630824905295,5.950955682802116
0.07625738023228557,2.661259272795352,1.8686714274570009,1.8995486021398154
0.32367428097991335,2.339626637572872,0.256042394981304,3.670086770044403
